Sales_ID,Movie_ID,Release_Date,domestic_box_office,international_box_office,worldwide_box_office,P_budget,Opening_weekend,Theatre_count
23671,,07 9 2010,1167,,,,41202,4
23672,,10 27 2017,n/a,,,,,
23673,,03 25 2011,36392502,53365887,89758389,75000000,88559,239
23674,,03 23 2018,n/a,1736961,1736961,,,
23675,,07 1 2021,n/a,1998,1998,,,
23676,,08 27 2003,27007,,,,,
23677,,11 26 2016,n/a,18683303,18683303,,719305,1310
23678,,09 30 2005,4181,,,,,
23679,,07 28 2017,2739,25151,27890,,2250430,1900
23680,,07 12 2019,n/a,15756,15756,,,
23681,,04 1 2016,n/a,823353,823353,,,
23682,,09 28 2016,86800,343607,430407,,,
23683,,10 23 2014,4702420,33185623,37888043,14000000,,865
23684,,02 14 2020,n/a,275266,275266,,25000,160
23685,,04 3 2009,1081922,62000,1143922,,,
23686,,01 26 2001,13276953,3603846,16880799,,,
23687,,12 9 2016,n/a,,,,,
23688,,01 12 2018,n/a,47079,47079,,,
23689,,12 4 2015,n/a,5108217,5108217,,35000,25
23690,,09 28 2018,790628,342937,1133565,,,
23691,,05 28 2021,n/a,220000,220000,,,
23692,,03 12 2010,n/a,,,,,
23693,,08 25 2006,18239,,,,,
23694,,08 5 2016,325100054,420644926,745744980,175000000,,
23695,,08 26 2011,n/a,,,,,
23696,,07 3 2015,n/a,8256349,8256349,,,
23697,,02 3 2006,79470,,,,,
23698,,06 19 2020,n/a,1390871,1390871,,,
23699,,02 10 2021,n/a,,,,,
23700,,12 16 2016,n/a,449325,449325,,,
23701,,08 29 2008,50659,,,,12737,32
23702,,02 1 2008,1060591,13193169,14253760,1600000,,
23703,,08 4 2006,300454,,,,,
23704,,10 23 2020,n/a,423119,423119,,,
23705,,09 2 2016,n/a,1965,1965,,,
23706,,09 12 2018,n/a,657690,657690,,,
23707,,09 9 2016,125070033,113454523,238524556,60000000,,
23708,,03 6 2020,n/a,16953,16953,,,
23709,,07 6 2016,5599781,67390000,72989781,11000000,,
23710,,04 2 2021,n/a,92332,92332,,,
23711,,11 2 2018,n/a,16831582,16831582,,,
23712,,02 21 2020,n/a,9687188,9687188,,,
23713,,08 14 2013,n/a,36412217,36412217,,,
23714,,09 28 2018,11746,,,,,
23715,,01 8 2016,n/a,1490703,1490703,,904808,315
23716,,08 24 2001,19693891,,,17000000,,
23717,,01 17 2014,1624,,,,,
23718,,03 30 2007,8340,,,,,
23719,,03 23 2017,45542,22652,68194,,,
23720,,12 11 2020,n/a,1248689,1248689,,,
23721,,07 12 2019,n/a,,,,,
23722,,06 29 2018,8492,,,,,
23723,,09 2 2016,n/a,,,,,
23724,,08 10 2018,n/a,6146,6146,,,
23725,,10 17 2014,n/a,,,,1070,1
23726,,07 2 2021,2320649,650075,2970724,,,
23727,,07 18 2007,2600,,,,,
23728,,07 31 2020,58434,1060507,1118941,,,
23729,,07 21 2016,n/a,1078906,1078906,,,
23730,,07 9 2021,72012,,,,,
23731,,04 26 2013,n/a,,,,,
23732,,10 19 2018,n/a,18516,18516,,,
23733,,06 11 2020,n/a,,,,,
23734,,05 2 2015,n/a,1344,1344,,,
23735,,01 25 2008,n/a,1732665,1732665,,135,1
23736,,11 8 2019,n/a,,,,,
23737,,08 4 2017,n/a,2098,2098,,,
23738,,04 22 2016,n/a,232401,232401,,,
23739,,12 15 2017,n/a,,,,,
23740,,04 29 2016,n/a,6991,6991,,,
23741,,06 12 2015,n/a,19717,19717,,,
23742,,11 30 2018,101417,11770583,11872000,,,
23743,,02 26 2016,n/a,72923,72923,,,
23744,,11 5 2020,n/a,,,,,
23745,,11 15 2013,n/a,,,,,
23746,,08 31 2018,n/a,5799863,5799863,,,
23747,,05 29 2015,n/a,,,,,
23748,,07 6 2018,n/a,,,,,
23749,,05 13 2015,159714,1310462,1470176,,,
23750,,02 25 2005,8802,,,,,
23751,,08 11 2000,3926,,,,,
23752,,07 20 2007,3688560,28342050,32030610,40000000,,
23753,,03 13 2009,12062558,5266779,17329337,5000000,,
23754,,10 4 2013,n/a,8890062,8890062,,,
23755,,06 21 2002,3064356,217542,3281898,5600000,,
23756,,05 22 2015,88097,8610,96707,,,
23757,,03 6 2015,n/a,3180514,3180514,,,
23758,,03 10 2017,5954,4761,10715,,,
23759,,02 2 2018,n/a,17134,17134,,,
23760,,08 25 2017,n/a,1070000,1070000,,12010,30
23761,,07 23 2021,n/a,172677,172677,,,
23762,,06 20 2003,n/a,6610,6610,,,
23763,,04 1 2011,327716,266217,593933,2500000,,
23764,,07 12 2019,2269878,456516,2726394,,,
23765,,06 9 2011,127004179,130968566,257972745,50000000,918112,1107
23766,,10 4 2018,n/a,695621,695621,,,
23767,,03 20 2009,30955,,,2000000,,
23768,,09 29 2017,33109,,,,,
23769,,03 29 2019,n/a,68364,68364,,,
23770,,12 2 2016,n/a,8980243,8980243,,,
23771,,06 4 2021,n/a,,,,,
23772,,07 3 2015,n/a,33466,33466,,,
23773,,11 24 2018,n/a,4979,4979,,,
23774,,12 30 2016,n/a,290308,290308,,,
23775,,09 21 2018,n/a,91014,91014,,,
23776,,10 14 2016,n/a,12561,12561,,,
23777,,03 27 2015,n/a,5458,5458,,18872919,3618
23778,,06 16 2017,n/a,144414,144414,,19001398,3460
23779,,05 7 2004,11529368,10704440,22233808,65000,,
23780,,09 6 2019,n/a,,,,20612100,4242
23781,,01 24 2003,137650,,,,3549,1
23782,,04 21 2016,n/a,20410,20410,,,
23783,,02 15 2002,18492362,4689861,23182223,1200000,,
23784,,04 20 2018,30617396,958239,31575635,13500000,,
23785,,12 15 2017,n/a,464275,464275,,,
23786,,07 17 2020,n/a,2129062,2129062,,,
23787,,08 27 2004,9109322,246047,9355369,20000000,,
23788,,08 17 2007,121463226,48491916,169955142,17500000,,
23789,,10 16 2015,n/a,3304,3304,,,
23790,,03 17 2016,n/a,4376775,4376775,,,
23791,,10 18 2018,n/a,2879785,2879785,,,
23792,,04 27 2018,n/a,,,,,
23793,,09 5 2014,n/a,50160446,50160446,,,
23794,,08 17 2005,3102550,150000,3252550,30000000,,
23795,,12 23 2021,n/a,660024,660024,,,
23796,,03 6 2015,n/a,1417441,1417441,,,
23797,,06 13 2018,20537137,202186,20739323,16000000,,
23798,,03 28 2008,26638520,46387782,73026302,35000000,,
23799,,01 31 2020,n/a,9455,9455,,,
23800,,10 12 2018,n/a,2370537,2370537,,,
23801,,11 23 2018,n/a,15458332,15458332,,,
23802,,06 28 2006,200120000,190961192,391081192,232000000,,
23803,,09 26 2019,n/a,77673,77673,,,
23804,,06 6 2014,212701,2544,215245,,16701957,2151
23805,,01 14 2000,14218868,597626,14816494,60000000,,
23806,,01 29 2021,234220,3146619,3380839,,,
23807,,02 27 2015,n/a,1617090,1617090,,,
23808,,10 14 2016,n/a,259691,259691,,,
23809,,03 15 2019,n/a,147161,147161,,,
23810,,10 10 2017,n/a,,,,,
23811,,03 8 2013,3111,,,,,
23812,,08 9 2019,n/a,67194,67194,,,
23813,,03 24 2000,954,,,,,
23814,,05 7 2004,19050,,,,,
23815,,07 19 2019,n/a,,,,,
23816,,10 19 2013,n/a,,,12000000,,
23817,,08 24 2018,129124,44869,173993,,5449,2
23818,,01 25 2013,4917,,,60000,,
23819,,01 30 2015,n/a,,,,,
23820,,04 4 2012,n/a,43343964,43343964,,,
23821,,02 6 2013,7424,1511559,1518983,,,
23822,,08 12 2011,833180,,,,,
23823,,10 3 2003,2013052,,,2500000,,
23824,,07 14 2016,6660,32626,39286,,,
23825,,11 19 2020,n/a,120998,120998,,,
23826,,05 28 2021,n/a,8940,8940,,,
23827,,07 10 2020,n/a,6516,6516,,,
23828,,11 25 2007,3500,,,,,
23829,,06 2 2006,n/a,,,,66546,35
23830,,06 8 2007,58867694,86528051,145395745,100000000,,
23831,,09 5 2008,36497,,,6000000,94989,450
23832,,05 9 2008,269994,,,,,
23833,,09 24 2021,n/a,34454,34454,,,
23834,,01 5 2018,n/a,,,,,
23835,,02 21 2020,n/a,554755,554755,,,
23836,,08 30 2019,n/a,126281,126281,,,
23837,,06 21 2019,n/a,,,,,
23838,,12 16 2015,n/a,49576645,49576645,,,
23839,,09 25 2009,38577772,81090578,119668350,80000000,,
23840,,06 26 2009,27349,1369046,1396395,3500000,,
23841,,01 29 2021,n/a,,,,,
23842,,10 8 2021,n/a,,,,,
23843,,05 22 2020,n/a,230509,230509,,,
23844,,10 22 2004,11198345,3130468,14328813,,,
23845,,11 30 2018,n/a,36805,36805,,,
23846,,11 2 2007,222555,,,,,
23847,,06 30 2000,14085,,,,,
23848,,10 13 2017,n/a,,,,,
23849,,04 6 2012,53953,,,,,
23850,,01 5 2018,n/a,,,,,
23851,,05 29 2015,n/a,1703281,1703281,20000000,,5
23852,,02 23 2018,n/a,,,,,
23853,,03 29 2019,n/a,625,625,,178602,216
23854,,01 26 2020,n/a,200000,200000,,452,6
23855,,09 29 2021,n/a,158937,158937,,3168,19
23856,,10 9 2019,n/a,54687,54687,,5424,1
23857,,09 7 2018,n/a,,,,,
23858,,04 20 2018,n/a,21052,21052,,,
23859,,01 4 2013,n/a,,,,,
23860,,08 3 2012,5757,,,,,
23861,,08 27 2004,8712564,11036,8723600,27000000,,
23862,,10 31 2003,6869,,,,,
23863,,10 26 2018,2483472,4539820,7023292,20000000,,
23864,,07 8 2016,n/a,1238,1238,,4381,1
23865,,10 29 2011,n/a,47966182,47966182,,,
23866,,11 29 2019,n/a,57185,57185,,,
23867,,06 26 2015,n/a,538798,538798,,,
23868,,03 13 2015,n/a,2840684,2840684,,,
23869,,10 8 2021,n/a,67754,67754,,,
23870,,08 19 2016,n/a,68,68,,,
23871,,11 8 2000,96778,233690,330468,,,
23872,,07 1 2019,n/a,199773,199773,,,
23873,,12 3 2004,n/a,56660,56660,,,
23874,,05 21 2010,n/a,,,,,
23875,,07 14 2017,n/a,26530,26530,,,
23876,,01 5 2018,n/a,7964,7964,,82543,32
23877,,03 2 2012,n/a,686545,686545,,,
23878,,09 6 2019,n/a,867,867,,,
23879,,02 7 2020,n/a,2882031,2882031,,4938,3
23880,,07 27 2018,n/a,29990,29990,,,
23881,,04 19 2019,n/a,2158,2158,,,
23882,,12 17 2004,1223240,789469,2012709,,,
23883,,05 18 2018,n/a,14502,14502,,,
23884,,03 6 2020,33419,243362,276781,,,
23885,,07 14 2016,n/a,3895661,3895661,,,
23886,,02 28 2021,n/a,520000,520000,,,
23887,,03 20 2012,n/a,,,,,
23888,,06 6 2013,n/a,,,,,
23889,,12 17 2021,n/a,,,,,
23890,,08 6 2021,126110,38692,164802,,,
23891,,03 31 2018,n/a,574537,574537,,,
23892,,09 12 2014,n/a,,,,,
23893,,06 18 2021,11546,6762,18308,,,
23894,,11 27 2015,n/a,,,,,
23895,,12 21 2007,52898073,100431771,153329844,,,
23896,,02 16 2001,25288103,40466125,65754228,40000000,,
23897,,04 6 2017,85556,2205989,2291545,4000000,,
23898,,11 15 2013,59403,,,,,
23899,,05 8 2015,n/a,441394,441394,,,
23900,,09 27 2002,127214072,55151042,182365114,38000000,,
23901,,07 14 2000,967,,,,53678,94
23902,,10 13 2006,1706325,,,,,
23903,,04 23 2021,n/a,,,,,
23904,,05 16 2002,304676,1143624,1448300,,,
23905,,06 18 2021,n/a,1471,1471,,,
23906,,11 17 2017,11753,6600,18353,,,
23907,,01 6 2010,207473,,,,,
23908,,02 15 2019,n/a,585028,585028,,5310,1
23909,,09 17 2010,2198,,,,9708,4
23910,,11 27 2020,n/a,,,,,
23911,,06 3 2017,n/a,22666,22666,,,
23912,,10 11 2013,6147,,,,,
23913,,11 9 2005,3875,,,,,
23914,,10 11 2002,598645,12387,611032,10000000,,
23915,,12 6 2013,n/a,,,,,
23916,,02 2 2007,n/a,,,,,
23917,,09 19 2014,n/a,,,,,
23918,,07 7 2017,4024,,,,,
23919,,09 6 2002,28564995,5519233,34084228,10000000,,
23920,,03 31 2006,34812,,,,,
23921,,04 5 2002,161483,,,,,
23922,,07 4 2003,10130108,13891174,24021282,7800000,,
23923,,02 4 2005,47171,,,,,
23924,,12 7 2018,24888,1301527,1326415,,,
23925,,08 22 2007,n/a,2260734,2260734,,,
23926,,09 19 2002,n/a,7257,7257,,4115,1
23927,,06 18 2004,2509,,,,,
23928,,10 13 2017,n/a,,,,33181361,3250
23929,,11 1 2016,n/a,,,,,
23930,,08 1 2008,16289867,1300000,17589867,21000000,,
23931,,11 17 2017,n/a,9765,9765,,8127,2
23932,,02 28 2020,n/a,1820383,1820383,,,
23933,,06 21 2018,n/a,1208503,1208503,,,
23934,,08 26 2011,n/a,,,,,
23935,,06 24 2016,4210454,1626657,5837111,3000000,,
23936,,03 29 2019,n/a,34505,34505,,,
23937,,12 9 2016,75526,14555037,14630563,,,
23938,,07 12 2019,322598,,,,,
23939,,06 8 2001,69772969,77307444,147080413,80000000,,
23940,,05 16 2014,n/a,,,,,
23941,,07 3 2021,n/a,3110,3110,,,
23942,,09 21 2007,11892415,1743924,13636339,16500000,,
23943,,09 27 2019,n/a,372410,372410,,,
23944,,11 5 2021,n/a,1735943,1735943,,,
23945,,09 16 2011,45154,219679,264833,,,
23946,,10 17 2003,1302242,1601895,2904137,,,
23947,,11 27 2019,12144,63151,75295,,,
23948,,04 29 2011,13826,,,,,
23949,,10 23 2020,636673,699943,1336616,,,
23950,,01 22 2016,4505,,,,,
23951,,10 24 2008,3083538,1300000,4383538,20000000,,
23952,,10 29 2021,n/a,2290000,2290000,,,
23953,,10 25 2019,206003,294331,500334,,,
23954,,09 9 2021,n/a,14213,14213,,,
23955,,05 6 2020,n/a,58790,58790,,,
23956,,11 25 2021,n/a,2298,2298,,31033665,3079
23957,,09 30 2021,n/a,2254,2254,,28836,2
23958,,07 22 2021,n/a,16602,16602,,41139,22
23959,,10 28 2021,n/a,1467,1467,,,
23960,,11 23 2005,50824620,41866339,92690959,50000000,2679027,2542
23961,,06 7 2013,663,,,,,
23962,,12 16 2016,n/a,7193,7193,,,
23963,,09 20 2019,n/a,492056,492056,,,
23964,,12 30 2021,n/a,4050,4050,,7415,2
23965,,04 23 2017,n/a,637618,637618,,,
23966,,09 9 2021,n/a,34120,34120,,,
23967,,10 16 2009,n/a,11346,11346,,,
23968,,05 5 2017,n/a,135405,135405,,,
23969,,11 19 2020,n/a,,,,,
23970,,11 25 2016,n/a,947,947,,,
23971,,01 27 2017,n/a,8869241,8869241,,,
23972,,06 29 2018,n/a,33398,33398,,,
23973,,03 17 2017,2402004,39735608,42137612,18000000,,
23974,,12 27 2018,n/a,39526616,39526616,10000000,,
23975,,08 11 2021,n/a,,,,,
23976,,06 15 2018,n/a,,,,,
23977,,04 27 2007,872643,8571221,9443864,7400000,,
23978,,07 5 2019,n/a,11112,11112,,6000,40
23979,,07 29 2020,n/a,1896370,1896370,,,
23980,,10 13 2017,n/a,3154,3154,,,
23981,,01 19 2018,n/a,473617,473617,,,
23982,,12 21 2007,1223869,10389309,11613178,,,
23983,,10 15 2015,85812,,,,2581,38
23984,,12 31 2021,n/a,919086,919086,,,
23985,,12 6 2018,n/a,4835711,4835711,,700160,1369
23986,,08 30 2019,n/a,,,,,
23987,,11 11 2020,n/a,,,,,
23988,,10 26 2018,n/a,3669519,3669519,,,
23989,,03 3 2017,3614896,1005503,4620399,5000000,,
23990,,01 4 2013,n/a,1458966,1458966,,,
23991,,07 15 2011,696921,,,,,
23992,,10 6 2000,131827,,,,,
23993,,12 26 2012,n/a,,,,,
23994,,05 4 2018,n/a,,,,,
23995,,10 14 2021,n/a,73740,73740,,,
23996,,12 3 2021,130934,94979,225913,,,
23997,,08 25 2017,n/a,32987181,32987181,,,
23998,,07 19 2002,2891288,378840,3270128,150000,,
23999,,12 2 2021,n/a,10105,10105,,,
24000,,09 3 2004,1110186,68716522,69826708,12500000,,
24001,,08 20 2020,n/a,9214,9214,,,
24002,,02 5 2004,n/a,14080854,14080854,,,
24003,,12 1 2021,n/a,788101,788101,,,
24004,,08 11 2017,1527829,85541895,87069724,,,
24005,,08 19 2016,n/a,2186,2186,,4497,8
24006,,06 2 2006,139059,29453661,29592720,,,
24007,,03 9 2018,n/a,1979280,1979280,,,
24008,,08 27 2021,n/a,216,216,,296162,175
24009,,09 23 2016,n/a,4243953,4243953,,,
24010,,07 28 2017,n/a,5039008,5039008,,,
24011,,09 13 2018,n/a,323662,323662,,,
24012,,06 19 2015,n/a,864092,864092,,15734,1
24013,,03 15 2019,n/a,1287949,1287949,,,
24014,,04 8 2016,n/a,7870,7870,,,
24015,,01 17 2020,n/a,1270230,1270230,,,
24016,,10 16 2015,n/a,11161,11161,,,
24017,,06 15 2018,54730625,22294319,77024944,28000000,,
24018,,11 15 2013,n/a,5869,5869,,,
24019,,01 7 2021,n/a,,,,,
24020,,07 29 2005,51246,,,,,
24021,,06 11 2012,n/a,,,,,
24022,,04 26 2013,30830,19985212,20016042,,,
24023,,10 19 2012,212094,24578459,24790553,,,
24024,,11 2 2018,n/a,145250,145250,,,
24025,,12 30 2021,n/a,4884,4884,,,
24026,,04 5 2019,n/a,1113,1113,,,
24027,,03 26 2004,205358,445703,651061,,,
24028,,07 4 2015,n/a,269750,269750,,,
24029,,03 5 2021,n/a,1300000,1300000,,,
24030,,11 18 2005,n/a,107305,107305,,,
24031,,09 20 2019,97655,16459340,16556995,,,
24032,,05 24 2019,n/a,20440,20440,,,
24033,,12 3 2020,n/a,458,458,,,
24034,,07 18 2008,6627,,,,,
24035,,08 14 2003,n/a,248373,248373,,,
24036,,06 18 2021,n/a,,,,,
24037,,12 5 2014,n/a,,,,,
24038,,10 18 2002,9171,55962,65133,,113235,7
24039,,08 19 2016,n/a,,,,,
24040,,09 29 2017,176160,16247,192407,,,
24041,,09 5 2019,n/a,679782,679782,,,
24042,,04 6 2012,15374,,,,,
24043,,03 8 2019,n/a,156248,156248,,,
24044,,03 4 2011,6928068,648536,7576604,19000000,,
24045,,11 20 2018,n/a,,,,,
24046,,06 18 2019,n/a,72305,72305,,,
24047,,09 12 2014,68598,,,,,
24048,,03 18 2016,28041,,,,,
24049,,10 6 2017,n/a,,,,,69
24050,,04 7 2017,n/a,31202,31202,,,
24051,,02 8 2021,n/a,,,,25206,13
24052,,06 6 2008,69816,,,,1255,1
24053,,09 30 2011,1728953,3243063,4972016,4750000,,
24054,,06 7 2019,n/a,2549176,2549176,,,
24055,,06 19 2015,n/a,1553608,1553608,,,
24056,,06 9 2017,n/a,1422889,1422889,,,
24057,,04 1 2006,34742066,30648427,65390493,30000000,,
24058,,06 29 2012,1239692,3623640,4863332,,20458,3
24059,,01 30 2008,145000989,81940596,226941585,25000000,,
24060,,10 5 2012,139854287,237953117,377807404,45000000,,
24061,,01 9 2015,89256424,238400000,327656424,48000000,,
24062,,06 25 2020,n/a,1329075,1329075,,,
24063,,08 27 2010,57744720,12842548,70587268,32000000,,
24064,,05 10 2002,21324,,,,161543,111
24065,,10 23 2015,n/a,70328,70328,,,
24066,,03 19 2004,32682342,31550021,64232363,,,
24067,,09 5 2003,188952,850978,1039930,,,
24068,,10 4 2015,n/a,862,862,,2019,70
24069,,08 26 2009,7460204,2606162,10066366,29000000,,
24070,,12 4 2020,n/a,15179804,15179804,,,
24071,,04 21 2017,n/a,58026,58026,,,
24072,,04 27 2018,n/a,7785,7785,,,
24073,,11 30 2012,2706375,22815915,25522290,,,
24074,,03 11 2016,7998,,,,,
24075,,08 14 2008,1667294,,,,,
24076,,10 29 2021,n/a,172625,172625,,,
24077,,08 21 2020,n/a,1899,1899,,,
24078,,03 12 2010,7535,,,,,
24079,,10 16 2015,n/a,489696,489696,,,
24080,,03 30 2018,n/a,,,,,
24081,,10 6 2006,n/a,,,,,
24082,,02 1 2002,75717,,,,,
24083,,07 13 2007,4526759,229146,4755905,,,
24084,,01 31 2020,n/a,4568,4568,,,
24085,,07 1 2021,n/a,11748,11748,,,
24086,,08 4 2006,148213377,14657148,162870525,73000000,,
24087,,07 29 2016,n/a,,,6000000,,
24088,,10 2 2015,342428,34574,377002,,,
24089,,06 15 2018,n/a,109858,109858,,,
24090,,09 29 2017,n/a,,,,614335,195
24091,,10 28 2016,n/a,5595545,5595545,,,
24092,,02 3 2006,206871,,,,,
24093,,10 8 2010,560391,6167359,6727750,,,
24094,,07 6 2018,n/a,3277932,3277932,,,
24095,,11 25 2015,2065487,13239279,15304766,,,
24096,,06 22 2018,n/a,23832011,23832011,,,
24097,,05 13 2016,67054,9953911,10020965,,,
24098,,07 2 2014,84525432,11882223,96407655,20000000,,
24099,,05 14 2010,24460,,,,,
24100,,02 15 2019,n/a,29747,29747,,,
24101,,10 23 2015,n/a,110000,110000,,,
24102,,09 19 2021,n/a,860000,860000,,,
24103,,01 30 2020,n/a,21011,21011,,,
24104,,01 15 2015,459832,120183719,120643551,,,
24105,,02 16 2018,1983984,542084590,544068574,,,
24106,,01 25 2021,n/a,699084069,699084069,117000000,,
24107,,07 10 2015,702354,233546,935900,,,
24108,,11 24 2010,200821936,384077883,584899819,260000000,,
24109,,09 8 2017,n/a,2432,2432,,,
24110,,08 14 2015,4593,,,,,
24111,,09 3 2021,102651,,,,,
24112,,08 4 2017,n/a,838,838,,,
24113,,04 12 2019,n/a,8033866,8033866,,,
24114,,01 10 2020,n/a,639282,639282,,,
24115,,04 26 2018,n/a,1589743,1589743,,,
24116,,09 16 2015,5711,568339,574050,,,
24117,,09 9 2011,5073,,,3000000,,
24118,,05 11 2013,n/a,5951523,5951523,,,
24119,,12 1 2017,n/a,5589299,5589299,,,
24120,,07 15 2016,n/a,11955,11955,,,
24121,,04 7 2017,n/a,182957,182957,,,
24122,,02 25 2011,240020,7736368,7976388,,,
24123,,05 22 2015,3043479,1149465,4192944,,,
24124,,07 10 2015,26747,,,,,
24125,,11 2 2001,490475,,,,,
24126,,03 26 2020,n/a,,,,,
24127,,05 27 2014,n/a,,,,,
24128,,10 2 2020,22307,,,,,
24129,,10 11 2019,n/a,25556,25556,,,
24130,,08 24 2017,n/a,16630,16630,,,
24131,,09 15 2017,n/a,1189628,1189628,,,
24132,,09 25 2020,n/a,253263,253263,,1200,10
24133,,09 9 2016,n/a,2217318,2217318,,,
24134,,05 31 2018,n/a,7888,7888,,,
24135,,09 22 2017,n/a,654,654,,,
24136,,10 6 2004,592014,570000,1162014,400000,91062152,4570
24137,,12 28 2018,n/a,666106,666106,,,
24138,,01 1 2016,n/a,1132236,1132236,,,
24139,,01 9 2014,n/a,20200000,20200000,,,
24140,,05 24 2019,n/a,2109,2109,,1098401,317
24141,,04 25 2008,457380,7055067,7512447,,,
24142,,01 3 2018,n/a,,,,,
24143,,07 30 2004,479,,,,,
24144,,07 23 2021,n/a,27284,27284,,,
24145,,05 19 2017,n/a,431640,431640,,,
24146,,06 23 2017,n/a,43211,43211,,,
24147,,03 17 2017,n/a,2467470,2467470,,10861,13
24148,,06 15 2018,n/a,34194,34194,,,
24149,,07 5 2002,2964,,,,,
24150,,09 13 2019,n/a,,,,,
24151,,12 10 2015,n/a,61315,61315,,,
24152,,04 2 2010,129078,38770714,38899792,4000000,94504,18
24153,,09 29 2017,n/a,102909,102909,,,
24154,,12 25 2012,726,34411177,34411903,,,
24155,,10 2 2015,321642,10913305,11234947,,,
24156,,10 6 2004,36609966,31500000,68109966,,,
24157,,09 2 2016,n/a,27970,27970,,,
24158,,10 6 2000,729844,,,,,
24159,,04 13 2018,n/a,41957523,41957523,,,
24160,,03 15 2019,n/a,1432282,1432282,,,
24161,,02 24 2006,292794,,,,,
24162,,01 18 2008,274661,29811,304472,1000000,,
24163,,08 14 2009,11408,,,,,
24164,,11 16 2018,n/a,80428,80428,,,
24165,,01 31 2020,n/a,,,,,
24166,,03 25 2016,n/a,18782,18782,,,
24167,,03 27 2015,n/a,8442829,8442829,,,
24168,,04 27 2018,n/a,35121,35121,,4287,44
24169,,09 28 2006,n/a,30536600,30536600,,,
24170,,12 7 2012,19375,,,,,
24171,,09 27 2017,73236,,,,,
24172,,03 28 2019,n/a,220000,220000,,,
24173,,03 17 2006,25578,,,,9724200,2211
24174,,11 3 2017,n/a,53835,53835,,,
24175,,12 27 2019,n/a,8230634,8230634,,,
24176,,10 12 2018,n/a,1247627,1247627,,,
24177,,11 22 2019,n/a,1640,1640,,,
24178,,01 24 2020,n/a,480999,480999,,,
24179,,03 7 2013,n/a,25040000,25040000,,,
24180,,06 10 2016,331507,104900,436407,,,
24181,,07 21 2017,n/a,5023949,5023949,,64965,4
24182,,01 16 2004,6491969,,,10000000,,
24183,,10 15 2004,32774834,18173977,50948811,20000000,,
24184,,06 7 2014,n/a,,,,,
24185,,11 16 2018,n/a,,,,24154,4
24186,,06 1 2018,n/a,18403,18403,,,
24187,,09 19 2012,n/a,,,,,
24188,,03 7 2003,43632458,42000000,85632458,75000000,,
24189,,02 25 2016,n/a,47382,47382,,,
24190,,03 16 2018,n/a,4337,4337,,,
24191,,08 17 2018,n/a,586,586,,,
24192,,07 7 2017,n/a,60233,60233,,,
24193,,04 29 2016,n/a,4751,4751,,,
24194,,11 8 2019,n/a,10741,10741,,,
24195,,12 4 2015,n/a,98734,98734,,,
24196,,06 29 2012,218665740,337350887,556016627,50000000,153799,322
24197,,06 26 2015,81476385,135737758,217214143,68000000,133475,283
24198,,11 11 2016,n/a,39916,39916,,,
24199,,03 2 2016,n/a,,,,,
24200,,03 2 2016,n/a,192104,192104,,,
24201,,06 30 2021,n/a,142027,142027,,,
24202,,03 29 2002,28043,,,,,
24203,,11 18 2021,n/a,253879,253879,,,
24204,,07 20 2018,n/a,98806,98806,1500000,,
24205,,12 3 2021,n/a,140244,140244,,,
24206,,08 14 2015,n/a,,,,,
24207,,02 26 2010,63151,,,,,
24208,,04 12 2019,441366,1132237,1573603,16000000,,
24209,,07 27 2018,29790236,21830357,51620593,10000000,,
24210,,03 14 2014,40169,,,,,
24211,,08 8 2014,191204754,293800000,485004754,125000000,,
24212,,06 3 2016,82051601,163276773,245328374,135000000,225691,912
24213,,12 22 2010,1076266,23709305,24785571,,,
24214,,06 9 2017,n/a,3508,3508,,,
24215,,01 18 2008,347578,2003063,2350641,2000000,,
24216,,05 1 2015,n/a,29795,29795,,,
24217,,02 14 2017,74758,264706,339464,,104798,59
24218,,10 11 2019,n/a,25154,25154,,,
24219,,04 28 2017,n/a,15545390,15545390,,15141,68
24220,,07 6 2018,n/a,5812,5812,,,
24221,,07 13 2007,6000,,,,,
24222,,08 22 2003,28811,,,,,
24223,,10 24 2019,n/a,6157714,6157714,,2338669,922
24224,,07 26 2019,504443,1305236,1809679,,,
24225,,06 7 2019,n/a,9590,9590,,,
24226,,09 2 2016,n/a,19640,19640,,,
24227,,12 4 2014,n/a,,,,,
24228,,05 13 2021,n/a,71482,71482,,,
24229,,05 3 2019,n/a,151170,151170,,,
24230,,04 28 2017,n/a,217129,217129,,14691,2
24231,,09 21 2001,2567,,,,23086,3
24232,,10 18 2019,n/a,,,,,
24233,,11 13 2015,n/a,4021,4021,,,
24234,,05 13 2005,39075,,,,430898,970
24235,,03 31 2017,n/a,1329237,1329237,,,
24236,,11 29 2019,23911,100195,124106,,,
24237,,02 5 2016,n/a,9472,9472,,1702607,381
24238,,02 26 2016,n/a,107849,107849,,,
24239,,10 20 2017,n/a,,,,,
24240,,09 1 2017,n/a,,,,,
24241,,12 6 2019,n/a,897,897,,2202,32
24242,,04 3 2015,n/a,192077,192077,,,
24243,,09 15 2017,n/a,13859,13859,,,
24244,,03 10 2006,147551,,,,150497,401
24245,,08 22 2014,n/a,58833,58833,,,
24246,,02 28 2020,n/a,242607,242607,,,
24247,,03 5 2003,105656,,,,,
24248,,05 25 2006,277991,3000000,3277991,,,
24249,,12 1 2006,83291,,,,12361,11
24250,,03 30 2007,6404,,,,500,1
24251,,11 3 2018,n/a,8777,8777,,,
