Award_ID;Movie_ID;Title;Award
9130;9130;The Iron Ladies;
9131;9131;The Iron Lady;#70MostDiscussedMovieof2011
9132;9132;The Iron Ministry;
9133;9133;The Iron Orchard;
9134;9134;The Island;#18MostDiscussedMovieof2005 , #25MostSharedMovieof2005
9135;9135;The Island President;
9136;9136;The Isle;
9137;9137;The Italian;#73BestMovieof2007
9138;9138;The Italian Job;#35MostDiscussedMovieof2003 , #52MostSharedMovieof2003
9139;9139;The Ivory Game;
9140;9140;The Jacket;
9141;9141;The Jane Austen Book Club;
9142;9142;The Jeffrey Dahmer Files;
9143;9143;The Jesus Rolls;
9144;9144;The Joneses;
9145;9145;The Journey;
9146;9146;The Judge;#76MostDiscussedMovieof2014 , #84MostSharedMovieof2014
9147;9147;The Judge;
9148;9148;The Jungle Book;#88BestMovieof2016 , #23MostDiscussedMovieof2016 , #17MostSharedMovieof2016
9149;9149;The Jungle Book 2;#95MostDiscussedMovieof2003 , #63MostSharedMovieof2003
9150;9150;The Karate Kid;#43MostDiscussedMovieof2010 , #12MostSharedMovieof2010
9151;9151;The Keeper: The Legend of Omar Khayyam;
9152;9152;The Keeping Room;
9153;9153;The Keys to the House;#79BestMovieof2004
9154;9154;The Kid;
9155;9155;The Kid;
9156;9156;The Kid & I;
9157;9157;The Kid Detective;
9158;9158;The Kid Stays in the Picture;#57BestMovieof2002
9159;9159;The Kid Who Would Be King;#63MostSharedMovieof2019
9160;9160;The Kid with a Bike;#7BestMovieof2012
9161;9161;The Kidnapping of Michel Houellebecq;
9162;9162;The Kids Are All Right;#11BestMovieof2010 , #59MostDiscussedMovieof2010
9163;9163;The Kids Grow Up;
9164;9164;The Kill Team;
9165;9165;The Kill Team;
9166;9166;The Killer Inside Me;#57MostSharedMovieof2010
9167;9167;The Killing of a Sacred Deer;#76MostDiscussedMovieof2017 , #89MostSharedMovieof2017
9168;9168;The Killing of John Lennon;
9169;9169;The Killing of Two Lovers;#54BestMovieof2021
9170;9170;The Kindergarten Teacher;
9171;9171;The Kindergarten Teacher;
9172;9172;The Kindness of Strangers;
9173;9173;The King;
9174;9174;The King;
9175;9175;The King;#66MostDiscussedMovieof2019
9176;9176;The King Is Alive;
9177;9177;The King of Kong: A Fistful of Quarters;#20BestMovieof2007
9178;9178;The King of Staten Island;#39MostDiscussedMovieof2020
9179;9179;The Kingdom;#78MostDiscussedMovieof2007 , #48MostSharedMovieof2007
9180;9180;The Kingdom of Dreams and Madness;
9181;9181;The Kingmaker;
9182;9182;The King's Choice;
9183;9183;The King's Man;#53MostDiscussedMovieof2021
9184;9184;The Kings of Summer;
9185;9185;The King's Speech;#8BestMovieof2010 , #18MostDiscussedMovieof2010 , #30MostSharedMovieof2010
9186;9186;The Kissing Booth 2;#74MostDiscussedMovieof2020
9187;9187;The Kissing Booth 3;
9188;9188;The Kitchen;#43MostSharedMovieof2019
9189;9189;The Kite Runner;#90MostSharedMovieof2007
9190;9190;The Komediant;
9191;9191;The Ladies Man;
9192;9192;The Lady;
9193;9193;The Lady and the Duke;#79BestMovieof2002
9194;9194;The Lady in Question Is Charles Busch;
9195;9195;The Lady in the Van;
9196;9196;The Ladykillers;#74MostSharedMovieof2004
9197;9197;The Lake House;#52MostDiscussedMovieof2006 , #57MostSharedMovieof2006
9198;9198;The Land;
9199;9199;The Land of Steady Habits;
9200;9200;The Last Airbender;#4MostDiscussedMovieof2010 , #16MostSharedMovieof2010
9201;9201;The Last Black Man in San Francisco;#34BestMovieof2019
9202;9202;The Last Castle;
9203;9203;The Last Circus;
9204;9204;The Last Days of American Crime;
9205;9205;The Last Days on Mars;
9206;9206;The Last Duel;#40MostDiscussedMovieof2021
9207;9207;The Last Exorcism;#70MostDiscussedMovieof2010
9208;9208;The Last Exorcism Part II;
9209;9209;The Last Face;
9210;9210;The Last Family;
9211;9211;The Last Five Years;
9212;9212;The Last Full Measure;
9213;9213;The Last House on the Left;
9214;9214;The Last King of Scotland;#70BestMovieof2006 , #73MostDiscussedMovieof2006 , #49MostSharedMovieof2006
9215;9215;The Last Kiss;
9216;9216;The Last Laugh;
9217;9217;The Last Legion;
9218;9218;The Last Lions;
9219;9219;The Last Man;
9220;9220;The Last Man on the Moon;#75BestMovieof2016
9221;9221;The Last Mercenary;
9222;9222;The Last Mimzy;
9223;9223;The Last Mistress;#52BestMovieof2008
9224;9224;The Last Mogul;
9225;9225;The Last Mountain;
9226;9226;The Last Movie Star;
9227;9227;The Last of Robin Hood;
9228;9228;The Last of the Unjust;#51BestMovieof2013
9229;9229;The Last Ride;
9230;9230;The Last Rites of Joe May;
9231;9231;The Last Samurai;#16MostDiscussedMovieof2003 , #25MostSharedMovieof2003
9232;9232;The Last Sentence;
9233;9233;The Last September;#99BestMovieof2000
9234;9234;The Last Shaman;
9235;9235;The Last Shift;
9236;9236;The Last Shot;
9237;9237;The Last Sin Eater;
9238;9238;The Last Song;#39MostSharedMovieof2010
9239;9239;The Last Stand;
9240;9240;The Last Station;#66BestMovieof2009
9241;9241;The Last Suit;
9242;9242;The Last Thing He Wanted;
9243;9243;The Last Time;
9244;9244;The Last Tree;
9245;9245;The Last Vermeer;
9246;9246;The Last Winter;
9247;9247;The Last Witch Hunter;#73MostDiscussedMovieof2015 , #52MostSharedMovieof2015
9248;9248;The Last Word;
9249;9249;The Late Bloomer;
9250;9250;The Laundromat;
9251;9251;The Lavender Scare;
9252;9252;The Law in These Parts;#51BestMovieof2012
9253;9253;The Layover;
9254;9254;The Lazarus Effect;
9255;9255;The League of Extraordinary Gentlemen;#44MostDiscussedMovieof2003 , #48MostSharedMovieof2003
9256;9256;The Ledge;#83MostSharedMovieof2011
9257;9257;The Legacy of a Whitetail Deer Hunter;
9258;9258;The Legend of Bagger Vance;#97MostDiscussedMovieof2000 , #94MostSharedMovieof2000
9259;9259;The Legend of Drunken Master;#55BestMovieof2000 , #37MostSharedMovieof2000
9260;9260;The Legend of Hercules;#75MostDiscussedMovieof2014
9261;9261;The Legend of Leigh Bowery;
9262;9262;The Legend of Pale Male;
9263;9263;The Legend of Tarzan;#45MostDiscussedMovieof2016 , #29MostSharedMovieof2016
9264;9264;The Legend of Zorro;
9265;9265;The LEGO Batman Movie;#41MostDiscussedMovieof2017 , #49MostSharedMovieof2017
9266;9266;The LEGO Movie;#33BestMovieof2014 , #10MostDiscussedMovieof2014 , #39MostSharedMovieof2014
9267;9267;The LEGO Movie 2: The Second Part;#55MostDiscussedMovieof2019 , #34MostSharedMovieof2019
9268;9268;The LEGO Ninjago Movie;#94MostDiscussedMovieof2017
9269;9269;The Leisure Seeker;
9270;9270;The Lesson;
9271;9271;The Letter: An American Town and the 'Somali Invasion';
9272;9272;The Letters;
9273;9273;The Levelling;#62BestMovieof2017
9274;9274;The Liberator;
9275;9275;The Libertine;
9276;9276;The Lie;
9277;9277;The Lie;
9278;9278;The Life Ahead;
9279;9279;The Life and Crimes of Doris Payne;
9280;9280;The Life and Times of Hank Greenberg;#47BestMovieof2000
9281;9281;The Life Aquatic with Steve Zissou;#44MostDiscussedMovieof2004 , #70MostSharedMovieof2004
9282;9282;The Life Before Her Eyes;
9283;9283;The Life of David Gale;#26MostSharedMovieof2003
9284;9284;The Life of Reilly;#100BestMovieof2007
9285;9285;The Lifeguard;
9286;9286;The Light Between Oceans;
9287;9287;The Light of the Moon;
9288;9288;The Lighthouse;#38BestMovieof2019 , #36MostDiscussedMovieof2019
9289;9289;The Limehouse Golem;
9290;9290;The Limits of Control;
9291;9291;The Lincoln Lawyer;#89MostDiscussedMovieof2011
9292;9292;The Lion King;#8MostDiscussedMovieof2019 , #7MostSharedMovieof2019
9293;9293;The Little Death;
9294;9294;The Little Hours;
9295;9295;The Little Prince;
9296;9296;The Little Stranger;
9297;9297;The Little Things;#63MostDiscussedMovieof2021
9298;9298;The Little Traitor;
9299;9299;The Little Vampire;#72MostSharedMovieof2000
9300;9300;The Lives of Others;#4BestMovieof2006 , #55MostDiscussedMovieof2006 , #96MostSharedMovieof2006
9301;9301;The Living Wake;
9302;9302;The Lizzie McGuire Movie;
9303;9303;The Load;
9304;9304;The Lobster;#40BestMovieof2016 , #34MostDiscussedMovieof2016 , #46MostSharedMovieof2016
9305;9305;The Lodge;#60MostDiscussedMovieof2020
9306;9306;The Lodger;
9307;9307;The Lodgers;
9308;9308;The Loft;
9309;9309;The Lone Ranger;#19MostDiscussedMovieof2013 , #46MostSharedMovieof2013
9310;9310;The Loneliest Planet;#69BestMovieof2012
9311;9311;The Loneliest Whale: The Search for 52;
9312;9312;The Long Dumb Road;
9313;9313;The Longest Ride;
9314;9314;The Longest Week;
9315;9315;The Longest Yard;#84MostDiscussedMovieof2005 , #60MostSharedMovieof2005
9316;9316;The Longshots;
9317;9317;The Look;
9318;9318;The Look of Love;
9319;9319;The Look of Silence;#7BestMovieof2015
9320;9320;The Lookout;#91BestMovieof2007
9321;9321;The Lord of the Rings: The Fellowship of the Ring;#2BestMovieof2001 , #1MostDiscussedMovieof2001 , #7MostSharedMovieof2001
9322;9322;The Lord of the Rings: The Return of the King;#1BestMovieof2003 , #1MostDiscussedMovieof2003 , #5MostSharedMovieof2003
9323;9323;The Lord of the Rings: The Two Towers;#6BestMovieof2002 , #4MostDiscussedMovieof2002 , #53MostSharedMovieof2002
9324;9324;The Lords of Salem;
9325;9325;The Losers;
9326;9326;The Loss of a Teardrop Diamond;
9327;9327;The Lost Arcade;
9328;9328;The Lost City;
9329;9329;The Lost City of Z;#96BestMovieof2017 , #82MostDiscussedMovieof2017 , #42MostSharedMovieof2017
9330;9330;The Lost Daughter;#28BestMovieof2021 , #64MostDiscussedMovieof2021
9331;9331;The Lost Husband;
9332;9332;The Lost Leonardo;#91BestMovieof2021
9333;9333;The Lost Skeleton of Cadavra;
9334;9334;The Lottery;#91BestMovieof2010
9335;9335;The Love Guru;#95MostDiscussedMovieof2008 , #75MostSharedMovieof2008
9336;9336;The Love Punch;
9337;9337;The Love We Make;
9338;9338;The Love Witch;#43BestMovieof2016
9339;9339;The Lovebirds;#82MostDiscussedMovieof2020
9340;9340;The Lovely Bones;#43MostDiscussedMovieof2009 , #25MostSharedMovieof2009
9341;9341;The Lovers;
9342;9342;The Lovers;
9343;9343;The Lovers and the Despot;
9344;9344;The Low Down;
9345;9345;The Lucky One;#43MostSharedMovieof2012
9346;9346;The Lucky Ones;
9347;9347;The Lunchbox;#89BestMovieof2014
9348;9348;The Lure;
9349;9349;The Luzhin Defence;
9350;9350;The M Word;
9351;9351;The Macaluso Sisters;#77BestMovieof2021
9352;9352;The Machine;
9353;9353;The Machine Which Makes Everything Disappear;
9354;9354;The Machinist;#36MostDiscussedMovieof2004 , #25MostSharedMovieof2004
9355;9355;The Mad Women's Ball;
9356;9356;The Mafia Only Kills in Summer;
9357;9357;The Magdalene Sisters;#20BestMovieof2003
9358;9358;The Magic of Belle Isle;
9359;9359;The Magnificent Seven;#47MostDiscussedMovieof2016 , #68MostSharedMovieof2016
9360;9360;The Maid;#33BestMovieof2009
9361;9361;The Maid's Room;
9362;9362;The Main Event;
9363;9363;The Majestic;#90MostDiscussedMovieof2001
9364;9364;The Man;
9365;9365;The Man from Elysian Fields;
9366;9366;The Man from U.N.C.L.E.;
9367;9367;The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby;
9368;9368;The Man Who Bought Mustique;
9369;9369;The Man Who Copied;
9370;9370;The Man Who Cried;
9371;9371;The Man Who Invented Christmas;
9372;9372;The Man Who Killed Don Quixote;
9373;9373;The Man Who Killed Hitler and Then The Bigfoot;
9374;9374;The Man Who Knew Infinity;
9375;9375;The Man Who Sold His Skin;
9376;9376;The Man Who Wasn't There;#72BestMovieof2001
9377;9377;The Man with the Iron Fists;
9378;9378;The Man Without a Past;#15BestMovieof2003
9379;9379;The Manchurian Candidate;#57BestMovieof2004 , #89MostDiscussedMovieof2004 , #49MostSharedMovieof2004
9380;9380;The Manson Family;
9381;9381;The Many Saints of Newark;#51MostDiscussedMovieof2021
9382;9382;The Map of Tiny Perfect Things;
9383;9383;The Marc Pease Experience;
9384;9384;The Marine;#64MostSharedMovieof2006
9385;9385;The Marksman;
9386;9386;The Martian;#61BestMovieof2015 , #7MostDiscussedMovieof2015 , #12MostSharedMovieof2015
9387;9387;The Master;#13BestMovieof2012 , #25MostDiscussedMovieof2012 , #21MostSharedMovieof2012
9388;9388;The Master of Disguise;#38MostDiscussedMovieof2002 , #63MostSharedMovieof2002
9389;9389;The Matador;#72MostDiscussedMovieof2005
9390;9390;The Matchmaker;
9391;9391;The Matrix Reloaded;#10MostDiscussedMovieof2003 , #49MostSharedMovieof2003
9392;9392;The Matrix Resurrections;#4MostDiscussedMovieof2021
9393;9393;The Matrix Revolutions;#6MostDiscussedMovieof2003 , #28MostSharedMovieof2003
9394;9394;The Mauritanian;
9395;9395;The Maze Runner;#32MostDiscussedMovieof2014 , #22MostSharedMovieof2014
9396;9396;The Meaning of Hitler;
9397;9397;The Measure of a Man;
9398;9398;The Mechanic;
9399;9399;The Medallion;
9400;9400;The Meddler;
9401;9401;The Meg;#34MostDiscussedMovieof2018 , #30MostSharedMovieof2018
9402;9402;The Memory of a Killer;#83BestMovieof2005
9403;9403;The Men Who Stare at Goats;#89MostDiscussedMovieof2009 , #92MostSharedMovieof2009
9404;9404;The Mend;
9405;9405;The Merchant of Venice;#66MostSharedMovieof2004
9406;9406;The Mercy;
9407;9407;The Mermaid;
9408;9408;The Merry Gentleman;
9409;9409;The Messenger;#56BestMovieof2009
9410;9410;The Messengers;
9411;9411;The Mexican;#92MostDiscussedMovieof2001
9412;9412;The Meyerowitz Stories (New and Selected);#82BestMovieof2017
9413;9413;The Middle of the World;
9414;9414;The Midnight Sky;#32MostDiscussedMovieof2020
9415;9415;The Midwife;
9416;9416;The Mighty Macs;
9417;9417;The Milk of Sorrow;
9418;9418;The Mill and the Cross;#41BestMovieof2011
9419;9419;The Million Dollar Hotel;
9420;9420;The Mind's Eye;
9421;9421;The Miracle Season;
9422;9422;The Misandrists;
9423;9423;The Miseducation of Cameron Post;
9424;9424;The Misfits;
9425;9425;The Misfortunates;
9426;9426;The Missing;#99MostSharedMovieof2003
9427;9427;The Missing Person;
9428;9428;The Missing Picture;#11BestMovieof2013
9429;9429;The Mist;#19MostDiscussedMovieof2007 , #37MostSharedMovieof2007
9430;9430;The Mitchells vs. The Machines;#79BestMovieof2021 , #43MostDiscussedMovieof2021
9431;9431;The Mole Agent;
9432;9432;The Moment;
9433;9433;The Monastery: Mr. Vig and the Nun;
9434;9434;The Monk;
9435;9435;The Monkey's Mask;
9436;9436;The Monster;
9437;9437;The Monuments Men;#58MostDiscussedMovieof2014
9438;9438;The Mortal Instruments: City of Bones;#63MostDiscussedMovieof2013
9439;9439;The Mortuary Collection;
9440;9440;The Most Beautiful Boy in the World;
9441;9441;The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers;#69BestMovieof2009
9442;9442;The Most Hated Woman in America;
9443;9443;The Mostly Unfabulous Social Life of Ethan Green;
9444;9444;The Motel;
9445;9445;The Motel Life;
9446;9446;The Moth Diaries;
9447;9447;The Mother;#96BestMovieof2004 , #77MostSharedMovieof2004
9448;9448;The Mothman Prophecies;#63MostDiscussedMovieof2002
9449;9449;The Motorcycle Diaries;#66BestMovieof2004
9450;9450;The Mountain;
9451;9451;The Mountain Between Us;
9452;9452;The Mudge Boy;
9453;9453;The Mule;#71MostDiscussedMovieof2018
9454;9454;The Mummy;#36MostDiscussedMovieof2017 , #19MostSharedMovieof2017
9455;9455;The Mummy Returns;#31MostDiscussedMovieof2001 , #27MostSharedMovieof2001
9456;9456;The Mummy: Tomb of the Dragon Emperor;#51MostDiscussedMovieof2008 , #67MostSharedMovieof2008
9457;9457;The Muppets;#73BestMovieof2011 , #48MostDiscussedMovieof2011
9458;9458;The Music Never Stopped;
9459;9459;The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble;
9460;9460;The Musketeer;
9461;9461;The Muslims Are Coming!;
9462;9462;The Mustang;
9463;9463;The Mysteries of Pittsburgh;
9464;9464;The Mystic Masseur;
9465;9465;The Myth of the American Sleepover;
9466;9466;The Names of Love;
9467;9467;The Namesake;#25BestMovieof2007
9468;9468;The Nanny Diaries;
9469;9469;The Nativity Story;
9470;9470;The Nazi Officer's Wife;#62BestMovieof2003
9471;9471;The Neon Demon;#82MostDiscussedMovieof2016
9472;9472;The Nest;#65BestMovieof2020
9473;9473;The New Black;
9474;9474;The New Girlfriend;
9475;9475;The New Guy;#87MostDiscussedMovieof2002 , #83MostSharedMovieof2002
9476;9476;The New Mutants;#11MostDiscussedMovieof2020 , #2MostSharedMovieof2020
9477;9477;The New Radical;
9478;9478;The New Rijksmuseum;
9479;9479;The New Romantic;
9480;9480;The New World;#27MostDiscussedMovieof2005 , #72MostSharedMovieof2005
9481;9481;The Next Best Thing;#69MostDiscussedMovieof2000
9482;9482;The Next Big Thing;
9483;9483;The Next Three Days;#89MostDiscussedMovieof2010 , #55MostSharedMovieof2010
9484;9484;The Nice Guys;#29MostDiscussedMovieof2016 , #47MostSharedMovieof2016
9485;9485;The Night;
9486;9486;The Night Before;#49MostSharedMovieof2015
9487;9487;The Night Clerk;
9488;9488;The Night Eats the World;
9489;9489;The Night House;
9490;9490;The Night Is Short, Walk On Girl;
9491;9491;The Night Listener;
9492;9492;The Nightingale;#57MostSharedMovieof2019
9493;9493;The Nightmare;
9494;9494;The Nile Hilton Incident;
9495;9495;The Nines;
9496;9496;The Ninth Day;
9497;9497;The Ninth Gate;#25MostDiscussedMovieof2000 , #87MostSharedMovieof2000
9498;9498;The Nomi Song;
9499;9499;The Notebook;#41MostDiscussedMovieof2004 , #4MostSharedMovieof2004
9500;9500;The Notebook;
9501;9501;The Notorious Bettie Page;
9502;9502;The November Man;
9503;9503;The Novice;#32BestMovieof2021
9504;9504;The Nowhere Inn;
9505;9505;The Numbers Station;
9506;9506;The Nun;#39MostDiscussedMovieof2018 , #43MostSharedMovieof2018
9507;9507;The Nut Job;
9508;9508;The Nut Job 2: Nutty by Nature;
9509;9509;The Nutcracker;
9510;9510;The Nutcracker and the Four Realms;
9511;9511;The Oak Room;
9512;9512;The Oath;#90BestMovieof2010
9513;9513;The Oath;
9514;9514;The Odd Life of Timothy Green;
9515;9515;The Oh in Ohio;
9516;9516;The Old Guard;#10MostDiscussedMovieof2020
9517;9517;The Old Man & the Gun;#77BestMovieof2018
9518;9518;The Omen;
9519;9519;The One;#97MostDiscussedMovieof2001 , #92MostSharedMovieof2001
9520;9520;The One and Only Dick Gregory;#98BestMovieof2021
9521;9521;The One and Only Ivan;
9522;9522;The One I Love;
9523;9523;The Ones Below;
9524;9524;The Only Living Boy in New York;
9525;9525;The Oogieloves in the Big Balloon Adventure;#77MostDiscussedMovieof2012
9526;9526;The Operative;
9527;9527;The Operator;
9528;9528;The Opportunists;#81BestMovieof2000
9529;9529;The Oranges;
9530;9530;The Ordeal;
9531;9531;The Order;
9532;9532;The Order of Myths;#41BestMovieof2008
9533;9533;The Original Kings of Comedy;#74BestMovieof2000 , #53MostSharedMovieof2000
9534;9534;The Ornithologist;#32BestMovieof2017
9535;9535;The Orphanage;#69BestMovieof2007 , #67MostDiscussedMovieof2007
9536;9536;The Other Boleyn Girl;#84MostSharedMovieof2008
9537;9537;The Other Dream Team;
9538;9538;The Other End of the Line;
9539;9539;The Other F Word;
9540;9540;The Other Guys;#22MostDiscussedMovieof2010 , #52MostSharedMovieof2010
9541;9541;The Other Half;
9542;9542;The Other Lamb;
9543;9543;The Other Man;#69MostSharedMovieof2009
9544;9544;The Other Side;
9545;9545;The Other Side of Heaven;
9546;9546;The Other Side of Hope;#46BestMovieof2017
9547;9547;The Other Side of the Bed;
9548;9548;The Other Side of the Door;
9549;9549;The Other Side of the Street;
9550;9550;The Other Side of the Wind;#91BestMovieof2018
9551;9551;The Other Son;
9552;9552;The Other Story;
9553;9553;The Other Woman;
9554;9554;The Other Woman;#91MostDiscussedMovieof2014 , #77MostSharedMovieof2014
9555;9555;The Others;#63BestMovieof2001 , #20MostDiscussedMovieof2001 , #5MostSharedMovieof2001
9556;9556;The Ottoman Lieutenant;
9557;9557;The Outpost;
9558;9558;The Outrageous Sophie Tucker;
9559;9559;The Outside Story;
9560;9560;The Outsider;
9561;9561;The Outsider;
9562;9562;The Outsider;#70MostSharedMovieof2018
9563;9563;The Overnight;
9564;9564;The Overnighters;#6BestMovieof2014 , #92MostSharedMovieof2014
9565;9565;The Pacifier;#79MostSharedMovieof2005
9566;9566;The Pact;
9567;9567;The Pact 2;
9568;9568;The Page Turner;
9569;9569;The Painted Bird;
9570;9570;The Painted Veil;#89MostDiscussedMovieof2006 , #37MostSharedMovieof2006
9571;9571;The Painter and the Thief;#78BestMovieof2020
9572;9572;The Painting (Le Tableau);
9573;9573;The Paper Tigers;
9574;9574;The Paperboy;
9575;9575;The Party;
9576;9576;The Party's Just Beginning;
9577;9577;The Passion of the Christ;#10MostDiscussedMovieof2004 , #5MostSharedMovieof2004
9578;9578;The Past;#18BestMovieof2013
9579;9579;The Patience Stone;
9580;9580;The Patriot;#20MostDiscussedMovieof2000 , #22MostSharedMovieof2000
9581;9581;The Peanut Butter Falcon;#78MostDiscussedMovieof2019
9582;9582;The Peanuts Movie;#55MostDiscussedMovieof2015 , #38MostSharedMovieof2015
9583;9583;The Pearl Button;#73BestMovieof2015 , #75MostSharedMovieof2015
9584;9584;The People I've Slept With;
9585;9585;The People vs. Fritz Bauer;
9586;9586;The People vs. George Lucas;
9587;9587;The Perfect Age of Rock 'n' Roll;
9588;9588;The Perfect Candidate;
9589;9589;The Perfect Family;
9590;9590;The Perfect Game;
9591;9591;The Perfect Guy;
9592;9592;The Perfect Holiday;
9593;9593;The Perfect Host;
9594;9594;The Perfect Man;
9595;9595;The Perfect Match;#11MostSharedMovieof2016
9596;9596;The Perfect Score;
9597;9597;The Perfect Storm;#43MostDiscussedMovieof2000 , #47MostSharedMovieof2000
9598;9598;The Perfection;
9599;9599;The Perks of Being a Wallflower;#43MostDiscussedMovieof2012 , #34MostSharedMovieof2012
9600;9600;The Personal History of David Copperfield;#90BestMovieof2020
9601;9601;The Pervert's Guide to Ideology;
9602;9602;The Phantom of the Opera;#20MostDiscussedMovieof2004 , #52MostSharedMovieof2004
9603;9603;The Phenom;
9604;9604;The Photograph;
9605;9605;The Pianist;#10BestMovieof2002 , #16MostDiscussedMovieof2002 , #15MostSharedMovieof2002
9606;9606;The Piano Teacher;#36BestMovieof2002 , #88MostDiscussedMovieof2002 , #44MostSharedMovieof2002
9607;9607;The PianoTuner of EarthQuakes;
9608;9608;The Pink Panther;#99MostDiscussedMovieof2006
9609;9609;The Pink Panther 2;
9610;9610;The Pinochet Case;#17BestMovieof2002
9611;9611;The Pirates of Somalia;
9612;9612;The Pirates Who Don't Do Anything: A VeggieTales Movie;
9613;9613;The Pirates! Band of Misfits;#90BestMovieof2012
9614;9614;The Pirogue;
9615;9615;The Place Beyond the Pines;#50MostDiscussedMovieof2013 , #49MostSharedMovieof2013
9616;9616;The Plagiarists;
9617;9617;The Platform;#33MostDiscussedMovieof2020
9618;9618;The Players;
9619;9619;The Playroom;
9620;9620;The Pleasures of Being Out of Step;
9621;9621;The Pledge;#88BestMovieof2001 , #90MostSharedMovieof2001
9622;9622;The Polar Express;#18MostDiscussedMovieof2004 , #12MostSharedMovieof2004
9623;9623;The Polka King;
9624;9624;The Pool;#54BestMovieof2008
9625;9625;The Possession;
9626;9626;The Possession of Hannah Grace;
9627;9627;The Possession of Michael King;
9628;9628;The Post;#50BestMovieof2017 , #48MostDiscussedMovieof2017 , #56MostSharedMovieof2017
9629;9629;The Power;
9630;9630;The Power of the Dog;#13BestMovieof2021 , #32MostDiscussedMovieof2021
9631;9631;The Powerpuff Girls;
9632;9632;The Predator;#21MostDiscussedMovieof2018 , #60MostSharedMovieof2018
9633;9633;The President;
9634;9634;The President's Last Bang;
9635;9635;The Prestige;#15MostDiscussedMovieof2006 , #22MostSharedMovieof2006
9636;9636;The Pretty One;
9637;9637;The Prey;
9638;9638;The Price of Everything;
9639;9639;The Price of Milk;
9640;9640;The Price of Sugar;#89BestMovieof2007
9641;9641;The Prime Ministers: The Pioneers;
9642;9642;The Prince;
9643;9643;The Prince and Me;
9644;9644;The Princess and the Frog;#85BestMovieof2009 , #68MostDiscussedMovieof2009 , #19MostSharedMovieof2009
9645;9645;The Princess and the Warrior;
9646;9646;The Princess Blade;
9647;9647;The Princess Diaries;#62MostDiscussedMovieof2001 , #60MostSharedMovieof2001
9648;9648;The Princess Diaries 2: Royal Engagement;
9649;9649;The Princess of Montpensier;#50BestMovieof2011
9650;9650;The Prisoner or: How I Planned to Kill Tony Blair;
9651;9651;The Private Lives of Pippa Lee;
9652;9652;The Prize Winner of Defiance, Ohio;
9653;9653;The Prodigy;
9654;9654;The Producers;#51MostDiscussedMovieof2005
9655;9655;The Professor;
9656;9656;The Program;
9657;9657;The Prom;#53MostDiscussedMovieof2020
9658;9658;The Promise;
9659;9659;The Promise;#86MostDiscussedMovieof2017 , #65MostSharedMovieof2017
9660;9660;The Promotion;
9661;9661;The Proposal;#55MostDiscussedMovieof2009 , #48MostSharedMovieof2009
9662;9662;The Proposal;#66BestMovieof2019
9663;9663;The Proposition;#80BestMovieof2006
9664;9664;The Protégé;
9665;9665;The Protector;
9666;9666;The Protector 2;
9667;9667;The Providence Effect;
9668;9668;The Pruitt-Igoe Myth;
9669;9669;The Public;
9670;9670;The Public Image Is Rotten;
9671;9671;The Puffy Chair;#87BestMovieof2006
9672;9672;The Punisher;#21MostDiscussedMovieof2004 , #46MostSharedMovieof2004
9673;9673;The Punk Singer;#93BestMovieof2013
9674;9674;The Purge;#27MostDiscussedMovieof2013 , #33MostSharedMovieof2013
9675;9675;The Purge: Anarchy;#54MostDiscussedMovieof2014 , #56MostSharedMovieof2014
9676;9676;The Purge: Election Year;#74MostDiscussedMovieof2016 , #75MostSharedMovieof2016
9677;9677;The Pursuit of Happyness;#36MostDiscussedMovieof2006 , #13MostSharedMovieof2006
9678;9678;The Pyramid;
9679;9679;The Quake;
9680;9680;The Quarry;
9681;9681;The Queen;#2BestMovieof2006 , #25MostDiscussedMovieof2006 , #72MostSharedMovieof2006
9682;9682;The Queen of Spain;
9683;9683;The Queen of Versailles;#40BestMovieof2012
9684;9684;The Quest of Alain Ducasse;
9685;9685;The Quiet;
9686;9686;The Quiet American;#16BestMovieof2002
9687;9687;The Quiet One;
9688;9688;The Quiet Ones;
9689;9689;The Rabbi's Cat;#79BestMovieof2012
9690;9690;The Rachel Divide;
9691;9691;The Raft;
9692;9692;The Raid 2;#70MostDiscussedMovieof2014 , #69MostSharedMovieof2014
9693;9693;The Raid: Redemption;#88BestMovieof2012 , #47MostDiscussedMovieof2012 , #77MostSharedMovieof2012
9694;9694;The Railway Man;
9695;9695;The Rape of Europa;#55BestMovieof2007
9696;9696;The Rape of Recy Taylor;
9697;9697;The Raven;
9698;9698;The Reader;#85MostDiscussedMovieof2008 , #17MostSharedMovieof2008
9699;9699;The Reagan Show;
9700;9700;The Real Cancun;
9701;9701;The Real Charlie Chaplin;
9702;9702;The Real Dirt on Farmer John;#42BestMovieof2006
9703;9703;The Reaping;
9704;9704;The Reason I Jump;#46BestMovieof2021
9705;9705;The Reception;
9706;9706;The Reckoning;
9707;9707;The Reckoning;
9708;9708;The Recruit;
9709;9709;The Red Sea Diving Resort;
9710;9710;The Red Turtle;#21BestMovieof2017
9711;9711;The Rehearsal;
9712;9712;The Reluctant Fundamentalist;
9713;9713;The Rental;
9714;9714;The Replacements;#78MostDiscussedMovieof2000 , #40MostSharedMovieof2000
9715;9715;The Report;
9716;9716;The Reports on Sarah and Saleem;
